EbN0_dB,BER
0.0,0.36539239482200647
2.0,0.3503489077669903
4.0,0.3126516990291262
6.0,0.2830703883495146
8.0,0.2584192961165049
10.0,0.2247926779935275
12.0,0.1730127427184466
14.0,0.13114381067961164
16.0,0.09809870550161812
18.0,0.07251845671521036
20.0,0.053341171116504854
22.0,0.03403588946197411
24.0,0.0200732579894822
26.0,0.015193605885922331
28.0,0.01318043335355987
30.0,0.0047137312904530744
