EbN0_dB,BER
0.0,0.28610436893203883
4.0,0.21637338187702265
8.0,0.11842637540453074
12.0,0.03630663430420712
16.0,0.001889917071197411
20.0,6.3207928802589e-06
24.0,0.0
28.0,0.0
30.0,0.0
