EbN0_dB,BER
0.0,0.36511427993527507
2.0,0.3488066343042071
4.0,0.3089856391585761
6.0,0.28484021035598706
8.0,0.26097289644012944
10.0,0.22299757281553398
12.0,0.1702568770226537
14.0,0.1297974817961165
16.0,0.09677765978964402
18.0,0.06922532362459546
20.0,0.05153342435275081
22.0,0.03562398867313916
24.0,0.02004323422330097
26.0,0.016626845671521034
28.0,0.012703213491100323
30.0,0.005249418487055017
